player,date,elo_before,rolling_win_pct,last3_win_avg,surface_win_pct,rolling_ace_avg,rolling_minutes_avg,rolling_bp_save,current_elo,last5_1,last5_2,last5_3,last5_4,last5_5
Emilio Nava,2026-05-25,1506.497563640877,0.4,0.6666666666666666,0.4,8.3,111.7,0.7687899235267657,1490.8639599153134,0,0.0,1.0,1.0,0.0
Enmanuel Munoz,2025-09-12,1500.0,,,,,,,1482.5727317962726,0,,,,
Enzo Couacaud,2024-07-22,1500.0,,,,,,,1483.3678012902112,0,,,,
Ergi Kirkin,2025-09-12,1516.0,1.0,1.0,1.0,,,,1499.1373216276968,0,1.0,,,
Ernesto Escobedo,2024-02-26,1458.1322153629183,0.0,0.0,0.0,1.6666666666666667,108.66666666666667,0.6037037037037036,1443.0932079939264,0,0.0,0.0,0.0,
Ethan Denzel Sibanda,2025-01-31,1500.0,,,,,,,1483.2087635430428,0,,,,
Ethan Quinn,2026-05-26,1476.1439304349417,0.3,0.0,0.4,6.4,102.7,0.6068948412698413,1458.22942990082,0,0.0,0.0,0.0,0.0
Eugenio Gonzalez Fitzmaurice,2025-02-01,1500.0,,,,,,,1484.0,0,,,,
Fabian Marozsan,2026-05-24,1548.3743247734906,0.5,0.3333333333333333,0.5,2.4,104.3,0.6174843674843675,1530.282066546749,0,0.0,0.0,1.0,0.0
Fabio Fognini,2025-06-30,1397.853457724322,0.0,0.0,0.42857142857142855,1.1,83.4,0.3661904761904762,1396.7600429499068,0,0.0,0.0,0.0,0.0
Facundo Bagnis,2025-07-27,1517.6622052966702,0.5555555555555556,0.3333333333333333,0.0,3.5555555555555554,128.0,0.7152076318742986,1519.6857239091153,0,1.0,0.0,1.0,0.0
Facundo Diaz Acosta,2026-05-26,1441.555253328858,0.3,0.0,0.4,4.5,116.7,0.5221969696969697,1456.9701924683434,1,0.0,0.0,0.0,0.0
Fadi Bidan,2025-09-12,1484.0,0.0,0.0,0.0,,,,1500.736306793522,1,0.0,,,
Fajing Sun,2025-09-17,1486.0567561143853,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,148.0,0.0,1466.1178992315993,0,0.0,1.0,0.0,
Fares Zakaria,2025-09-13,1481.8474517946422,0.0,0.0,,,,,1498.6826477056588,1,0.0,,,
Faris Zakaria,2026-02-06,1500.0,,,,,,,1484.0,0,,,,
Federico Agustin Gomez,2026-04-01,1468.1235083872914,0.2857142857142857,0.3333333333333333,0.3333333333333333,9.0,106.0,0.5486085343228201,1459.5732565100939,0,0.0,0.0,1.0,0.0
Federico Cina,2026-05-27,1459.0810517018529,0.3,0.3333333333333333,0.2857142857142857,3.1,111.3,0.5898285048285048,1444.507947778713,0,1.0,0.0,0.0,0.0
Federico Coria,2026-02-11,1408.7583550355541,0.3,0.3333333333333333,0.2,4.4,116.4,0.4790123456790123,1402.7723246038654,0,0.0,1.0,0.0,1.0
Federico Zeballos,2025-02-01,1500.0,0.0,0.0,0.0,,,,1469.4695015289756,0,0.0,,,
Felipe Meligeni Alves,2025-02-24,1444.4524133129053,0.16666666666666666,0.0,0.25,5.333333333333333,116.2,0.5605579605579606,1430.127338148664,0,0.0,0.0,0.0,0.0
Felix Auger-Aliassime,2026-05-26,1726.668315433296,0.5,0.3333333333333333,0.5,6.2,113.3,0.5326599326599326,1732.9752387494445,1,0.0,1.0,0.0,0.0
Filip Cristian Jianu,2026-03-31,1472.9503962549609,0.25,0.3333333333333333,0.5,0.5,122.0,0.6333333333333333,1454.5892534210832,0,0.0,1.0,0.0,0.0
Filip Jeff Planinsek,2026-02-06,1533.9392190695971,1.0,1.0,1.0,,,,1548.381212799469,1,1.0,1.0,,
Filip Misolic,2026-01-19,1483.143434182399,0.3,0.3333333333333333,0.2857142857142857,5.2,106.2,0.6491849816849817,1474.9666891652105,0,0.0,0.0,1.0,0.0
Filip Pieczonka,2026-02-06,1500.0,,,,,,,1516.0,1,,,,
Flavio Cobolli,2026-05-25,1666.2766558550295,0.6,0.3333333333333333,0.6,4.1,96.9,0.7393939393939395,1677.5935012674865,1,0.0,0.0,1.0,0.0
Frances Tiafoe,2026-05-25,1656.168862510855,0.6,0.3333333333333333,0.6,4.7,132.0,0.6375,1668.1115237966956,1,0.0,1.0,0.0,1.0
Francesco Maestrelli,2026-05-07,1477.508982208114,0.25,0.0,0.0,11.5,130.25,0.5104166666666666,1461.4059569861117,0,0.0,0.0,0.0,1.0
Francesco Passaro,2026-02-25,1461.0450782728444,0.3,0.3333333333333333,0.4,5.0,133.44444444444446,0.7260947712418301,1448.8451791849932,0,0.0,1.0,0.0,0.0
Francisco Cabral,2024-07-29,1500.0,,,,,,,1490.492568221165,0,,,,
Francisco Cerundolo,2026-05-25,1682.1176940125279,0.5,0.3333333333333333,0.5,2.6,98.9,0.5700657367324033,1694.0574556013387,1,0.0,0.0,1.0,0.0
Francisco Comesana,2026-05-26,1434.3709493094527,0.2,0.3333333333333333,0.3,6.5,125.2,0.4085431235431235,1452.2854498435745,1,0.0,1.0,0.0,0.0
Francisco Llanes,2025-09-12,1485.4382832532146,0.0,0.0,0.0,,,,1470.1084827099046,0,0.0,,,
Franco Roncadelli,2025-09-12,1527.6722200840356,0.6666666666666666,0.6666666666666666,0.5,1.0,116.5,0.6294191919191919,1511.202502543414,0,1.0,0.0,1.0,1.0
Freddy Murray,2025-01-31,1500.0,,,,,,,1516.0,1,,,,
Gabi Adrian Boitan,2024-09-13,1500.0,1.0,1.0,1.0,6.0,100.0,0.75,1499.5566524634175,1,0.0,,,
Gabriel Diallo,2026-05-24,1532.5853378616152,0.4,0.3333333333333333,0.4,6.2,102.3,0.6018956043956043,1510.4816797116027,0,0.0,0.0,1.0,0.0
Gabriel Ghetu,2026-02-06,1514.6349659390867,1.0,1.0,,,,,1499.3361492977397,0,1.0,,,
Gael Monfils,2026-05-26,1495.0701644784438,0.3,0.3333333333333333,0.4,7.6,101.66666666666667,0.6100120493541545,1473.8148700311901,0,0.0,0.0,1.0,0.0
Gauthier Onclin,2025-01-13,1500.0,,,,,,,1485.83583398193,0,,,,
George Loffhagen,2025-06-30,1486.6032607331006,0.0,0.0,0.0,11.0,148.0,1.0,1469.2694477080925,0,0.0,,,
Gerard Campana Lee,2025-01-31,1500.0,,,,,,,1491.7898425425387,0,,,,
Gianluca Cadenasso,2026-05-07,1500.0,,,,,,,1487.6195379542519,0,,,,
Gijs Brouwer,2024-06-23,1501.9383891402356,0.5,0.6666666666666666,0.6666666666666666,5.25,97.75,0.6920770202020202,1486.825507097088,0,1.0,1.0,0.0,0.0
Giles Hussey,2024-06-24,1500.0,1.0,1.0,1.0,2.0,63.0,0.0,1502.6524512381864,1,0.0,,,
Gilles Arnaud Bailly,2025-10-13,1479.9248578058425,0.0,0.0,0.0,1.0,76.0,0.6,1491.4311546691247,0,1.0,0.0,,
Gillian Osmont,2024-02-02,1500.0,,,,,,,1484.0,0,,,,
Giovanni Mpetshi Perricard,2026-05-24,1476.5121969967765,0.2,0.3333333333333333,0.3,11.0,103.7,0.5321428571428571,1473.4884566339333,0,0.0,0.0,1.0,0.0
Giulio Zeppieri,2025-10-13,1409.7855268754724,0.2,0.3333333333333333,0.2857142857142857,7.0,109.14285714285714,0.5972222222222221,1401.6981326320338,0,1.0,0.0,0.0,0.0
Gonzalo Bueno,2026-02-06,1518.310853882187,0.6666666666666666,0.6666666666666666,0.0,1.0,145.0,0.8181818181818182,1487.4515673265691,0,0.0,1.0,1.0,0.0
Gonzalo Escobar,2024-09-14,1500.0,,,,,,,1516.0,1,,,,
Govind Nanda,2025-07-14,1500.0,0.0,0.0,0.0,1.0,60.0,0.2857142857142857,1504.8217084867028,0,1.0,,,
Gregoire Barrere,2025-01-27,1452.721781336091,0.4,0.0,0.2,4.1,109.33333333333333,0.6155193744164332,1437.577832353496,0,0.0,0.0,0.0,0.0
Grigor Dimitrov,2026-04-23,1572.239902899823,0.3,0.0,0.5,8.3,106.2,0.584047619047619,1554.846136875344,0,0.0,0.0,0.0,1.0
Guido Andreozzi,2024-07-22,1500.0,,,,,,,1484.397118982968,0,,,,
Gunawan Trismuwantara,2025-02-01,1500.0,,,,,,,1484.736306793522,0,,,,
Gustavo Heide,2026-02-17,1457.9052948496535,0.4,0.6666666666666666,0.2857142857142857,6.9,138.77777777777777,0.7187898521231855,1443.302117760781,0,1.0,0.0,0.0,1.0
Guy Den Ouden,2026-02-12,1515.1384534166427,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,119.0,0.8148148148148149,1505.02316626304,0,1.0,0.0,1.0,
Hady Habib,2026-02-17,1444.7485635300843,0.3,0.3333333333333333,0.16666666666666666,9.5,105.42857142857143,0.5657051282051282,1432.9939706396376,0,0.0,1.0,0.0,0.0
Hamad Medjedovic,2026-05-24,1591.8184875972229,0.6,0.6666666666666666,0.7,5.6,116.7,0.6626587301587301,1607.8806306011436,1,0.0,1.0,1.0,1.0
Hamidreza Nadaf,2024-03-15,1500.0,,,,,,,1484.0,0,,,,
Hamza Karmoussi,2024-02-03,1500.0,,,,,,,1484.0,0,,,,
Harold Mayot,2025-04-21,1395.1323824007409,0.1,0.0,0.25,4.3,109.88888888888889,0.5590659340659341,1410.3841014116545,1,0.0,0.0,0.0,0.0
Henri Squire,2024-09-14,1478.0636740651607,0.25,0.3333333333333333,0.0,6.75,77.0,0.5947552447552448,1462.8757161489043,0,0.0,0.0,0.0,1.0
Henrique Rocha,2026-03-31,1570.666652219989,0.7,0.6666666666666666,0.5714285714285714,5.5,106.0,0.42324342324342323,1549.6063768032625,0,1.0,1.0,0.0,1.0
Henry Bernet,2025-10-20,1477.8414224500941,0.0,0.0,0.0,8.0,51.0,0.0,1468.4167119268795,0,0.0,,,
Henry Searle,2025-06-30,1466.6008224302152,0.0,0.0,0.0,8.5,107.0,0.5892857142857143,1451.6436587139929,0,0.0,0.0,,
Heve Kelley,2024-02-02,1500.0,,,,,,,1484.0,0,,,,
Hod'abalo Padio,2025-09-13,1484.0,0.0,0.0,0.0,,,,1485.4695015289756,0,1.0,0.0,,
Holger Rune,2025-10-13,1651.8235588487587,0.7,1.0,0.7,6.5,111.9,0.5767460317460317,1655.7468692177274,0,1.0,1.0,1.0,1.0
Hong Kit Wong,2024-02-03,1500.0,,,,,,,1516.0,1,,,,
Hubert Hurkacz,2026-05-25,1587.1606782214033,0.3,0.3333333333333333,0.5,11.2,111.1,0.6296296296296295,1602.8670017427937,1,0.0,0.0,1.0,0.0
Hugo Dellien,2026-05-24,1415.2588585281499,0.2,0.3333333333333333,0.3,2.4,105.88888888888889,0.5556666666666666,1399.073729870716,0,0.0,1.0,0.0,0.0
Hugo Gaston,2026-05-26,1376.561121691511,0.1,0.0,0.2,2.6,102.0,0.5385122794543085,1397.8164161387647,1,0.0,0.0,0.0,0.0
Hugo Grenier,2026-02-10,1448.73641799358,0.3,0.3333333333333333,0.3333333333333333,10.9,147.9,0.5708682983682983,1435.3949326045708,0,0.0,1.0,0.0,0.0
Hugo Nys,2026-02-06,1516.736306793522,1.0,1.0,,7.0,130.0,0.875,1510.7985976160714,0,1.0,,,
Huzaifa Abdul Rehman,2025-09-12,1485.094239905847,0.0,0.0,0.0,,,,1487.1684264495918,0,1.0,0.0,,
Hyeon Chung,2026-02-06,1496.7372452665145,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,97.66666666666667,0.2857142857142857,1494.5541142439122,1,0.0,0.0,1.0,
Ignacio Buse,2026-05-25,1630.343504195473,0.7,1.0,0.7,4.1,118.3,0.6499923687423688,1617.0319452313486,0,1.0,1.0,1.0,1.0
Ignacio Parisca Romera,2025-01-31,1500.0,0.0,0.0,0.0,,,,1470.1965245402773,0,0.0,,,
Igor Marcondes,2026-02-17,1500.0,,,,,,,1485.3839122448244,0,,,,
Ilie Cazac,2025-02-01,1500.0,,,,,,,1484.7057134248303,0,,,,
Iliyan Radulov,2026-02-06,1531.233189702316,1.0,1.0,1.0,1.0,67.0,0.6666666666666666,1512.8582066705699,0,1.0,1.0,,
Ilya Snitari,2025-02-01,1468.0,0.3333333333333333,0.3333333333333333,1.0,0.5,107.0,0.5357142857142857,1502.8404883864089,1,1.0,0.0,0.0,
Ioannis Xilas,2024-09-14,1516.0,1.0,1.0,1.0,0.0,83.0,0.0,1509.391868484616,0,1.0,,,
Isaac Becroft,2025-01-06,1500.0,,,,,,,1485.6025704920244,0,,,,
Ivan Gakhov,2025-05-19,1482.0621984169989,0.0,0.0,0.0,2.0,162.0,0.7142857142857143,1466.7550367231422,0,0.0,,,
Ivan Ivanov,2026-02-06,1470.6057202003683,0.0,0.0,0.0,2.0,69.5,0.25,1458.3663367321344,0,0.0,0.0,,
J.J. Wolf,2024-07-29,1408.8953481136123,0.1111111111111111,0.0,0.0,4.888888888888889,93.0,0.43953823953823956,1416.0991175206452,0,1.0,0.0,0.0,0.0
Jack Cheng,2024-09-14,1500.0,,,,,,,1483.8977749411797,0,,,,
Jack Draper,2026-04-13,1750.5821433737228,0.6,0.3333333333333333,0.8,9.11111111111111,110.33333333333333,0.6319727891156462,1730.88939296689,0,0.0,0.0,1.0,1.0
Jack Loutit,2025-09-13,1546.3542785563366,1.0,1.0,1.0,0.0,91.0,1.0,1528.0897782378674,0,1.0,1.0,1.0,
Jack Pinnington Jones,2026-03-31,1520.3294069038295,0.5,0.6666666666666666,0.5,7.666666666666667,115.66666666666667,0.639029304029304,1501.4062130099862,0,0.0,1.0,1.0,0.0
Jacob Fearnley,2026-05-26,1451.047591953135,0.2,0.0,0.6,4.1,105.7,0.5357142857142858,1435.4172939013263,0,0.0,0.0,0.0,1.0
Jaime Faria,2026-05-26,1437.579960377427,0.3,0.3333333333333333,0.3,4.4,113.4,0.4155708180708181,1458.5336869667858,1,0.0,0.0,1.0,1.0
Jakub Mensik,2026-05-27,1676.8738381006835,0.5,0.6666666666666666,0.6,9.6,113.0,0.6697530864197531,1690.8941567878717,1,1.0,0.0,1.0,0.0
James Duckworth,2026-05-27,1415.0932094032821,0.2,0.3333333333333333,0.2857142857142857,8.3,114.22222222222223,0.589935064935065,1410.1868202631772,0,1.0,0.0,0.0,0.0
James McCabe,2025-07-14,1435.8816247996695,0.14285714285714285,0.3333333333333333,0.2,8.142857142857142,119.0,0.5915275200989487,1422.8013140622757,0,0.0,0.0,1.0,0.0
James Trotter,2025-10-01,1484.967785337188,0.0,0.0,0.0,4.0,98.0,0.75,1475.5431953026332,0,0.0,,,
James Watt,2026-02-06,1519.3662185006144,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0,86.0,0.7692307692307693,1514.2213116126702,1,0.0,0.0,1.0,1.0
Jan Choinski,2026-03-31,1440.191732961547,0.14285714285714285,0.0,0.5,4.714285714285714,155.85714285714286,0.6760223903081046,1425.8339017764886,0,0.0,0.0,0.0,0.0
Jan-Lennard Struff,2026-05-26,1484.0018531998885,0.3,0.3333333333333333,0.4,6.0,80.0,0.643080808080808,1508.44375658547,1,0.0,0.0,1.0,0.0
Jannik Sinner,2026-05-26,2142.2427966839414,1.0,1.0,1.0,5.0,95.2,0.697278911564626,2142.937097045961,1,1.0,1.0,1.0,1.0
Jason Kubler,2026-02-06,1471.4998903037238,0.25,0.3333333333333333,0.3333333333333333,6.5,165.5,0.4679487179487179,1488.8094329121511,1,0.0,0.0,0.0,1.0
Jaume Munar,2026-05-25,1580.7828582259838,0.5,0.6666666666666666,0.4,2.3,101.5,0.6483886483886483,1565.0765347045933,0,0.0,1.0,1.0,0.0
Javier Barranco Cosano,2024-05-20,1500.0,,,,,,,1484.4822040230442,0,,,,
Jay Clarke,2025-06-30,1500.0,,,,,,,1481.847452240178,0,,,,
Jenson Brooksby,2026-05-25,1517.546029755591,0.3,0.0,0.5,2.1,88.5,0.5452621452621452,1506.2311519414766,0,0.0,0.0,0.0,0.0
Jerome Kym,2026-02-06,1517.7971378874686,0.5,0.3333333333333333,0.42857142857142855,12.625,152.0,0.4695707070707071,1534.991172743306,1,0.0,1.0,0.0,1.0
Jesper de Jong,2026-05-27,1490.1482434641582,0.2,0.3333333333333333,0.6,6.9,125.8,0.5335889110889112,1504.721347387298,1,1.0,0.0,0.0,0.0
Jesse Flores,2024-02-02,1500.0,,,,,,,1484.0,0,,,,
Jie Cui,2025-01-31,1500.0,,,,,,,1515.232944021752,1,,,,
Jiri Lehecka,2026-05-25,1733.836661299115,0.6,0.3333333333333333,0.7,7.1,103.4,0.5895863395863397,1707.858014664259,0,0.0,1.0,0.0,1.0
Jiri Vesely,2024-01-15,1500.0,,,,,,,1485.1268268727458,0,,,,
Joao Fonseca,2026-05-27,1695.4703510697054,0.6,0.3333333333333333,0.6,3.8,117.2,0.6042857142857143,1706.4001832530118,1,1.0,0.0,0.0,1.0
Joao Lucas Reis Da Silva,2026-02-17,1483.0803209089693,0.0,0.0,,5.0,76.0,0.3333333333333333,1472.762388508513,0,0.0,,,
Joao Sousa,2024-04-01,1485.9757745204238,0.0,0.0,,1.0,68.0,0.42857142857142855,1470.134265157188,0,0.0,,,
Joaquin  Aguilar Cardozo,2024-09-13,1500.0,0.5,0.5,0.5,0.5,79.0,0.5,1482.498555792119,0,1.0,0.0,,
Joaquin Aguilar Cardozo,2025-09-12,1500.0,,,,,,,1485.4358728782763,0,,,,
Joel Schwaerzler,2025-07-21,1478.8486569497195,0.0,0.0,0.0,3.0,91.5,0.41666666666666663,1465.5723295068085,0,0.0,0.0,,
Johannus Monday,2025-06-30,1500.0,,,,,,,1492.7665061952023,0,,,,
John Peers,2025-01-31,1500.0,,,,,,,1483.4861760353995,0,,,,
Jordan Thompson,2026-01-21,1538.0576855413406,0.4,0.6666666666666666,0.4,9.9,148.5,0.656904761904762,1524.3590158774798,0,1.0,0.0,1.0,0.0
Joris De Loore,2024-02-03,1500.0,,,,,,,1484.0,0,,,,
Jozef Kovalik,2025-01-31,1499.6131054640725,0.42857142857142855,0.3333333333333333,0.3333333333333333,4.857142857142857,106.75,0.6239538239538239,1482.2537378308411,0,1.0,0.0,0.0,0.0
Juan Carlos Fuentes Vasquez,2024-09-14,1516.0,1.0,1.0,,1.0,78.0,1.0,1499.263693206478,0,1.0,,,
Juan Carlos Prado Angelo,2026-05-26,1516.0,1.0,1.0,1.0,4.0,77.0,0.0,1499.8463492692395,0,1.0,,,
Juan Manuel Cerundolo,2026-05-26,1459.0769969373193,0.2,0.3333333333333333,0.3,4.6,119.5,0.5336080586080586,1474.707294989128,1,0.0,0.0,1.0,0.0
Juan Pablo Ficovich,2025-07-27,1498.5055907573928,0.5,0.6666666666666666,0.5,3.0,113.5,0.7632211538461539,1508.878233523927,0,1.0,1.0,1.0,0.0
Juan Pablo Varillas,2026-02-06,1405.60401922056,0.2,0.3333333333333333,0.0,3.4444444444444446,143.33333333333334,0.5830928330928331,1393.6338764265554,0,0.0,0.0,1.0,0.0
Juncheng Shang,2026-02-24,1510.6900505916676,0.5,0.3333333333333333,0.5,5.3,115.5,0.5067307692307692,1503.9245006318129,0,0.0,0.0,1.0,0.0
Jurij Rodionov,2026-05-25,1545.1383715893949,0.7,0.6666666666666666,0.5,5.0,99.125,0.5333333333333333,1532.9297395422714,0,1.0,1.0,0.0,0.0
Justin Engel,2026-05-19,1448.656278274461,0.3,0.3333333333333333,0.2,7.0,90.2,0.7079365079365079,1439.509622161815,0,0.0,1.0,0.0,0.0
Kaan Isik Kosaner,2026-02-06,1500.0,,,,,,,1485.558006270128,0,,,,
Kaipo Marshall,2025-09-12,1468.0234600799135,0.25,0.3333333333333333,0.0,2.6666666666666665,121.66666666666667,0.6024346024346025,1450.8314074378286,0,0.0,0.0,0.0,1.0
Kamil Majchrzak,2026-05-26,1542.9479155394306,0.4,0.3333333333333333,0.4,6.3,115.8,0.55625,1529.3006514267904,0,0.0,0.0,1.0,0.0
Karan Singh,2025-02-01,1500.0,,,,,,,1516.0,1,,,,
Karen Khachanov,2026-05-27,1601.55650588481,0.6,0.6666666666666666,0.6,4.5,117.7,0.7411965811965812,1612.2130758485405,1,1.0,0.0,1.0,0.0
Karim Bennani,2026-04-01,1546.0237746474538,1.0,1.0,1.0,5.0,137.0,1.0,1533.414687510936,0,1.0,1.0,1.0,
Karim Ibrahim,2026-02-06,1500.0,,,,,,,1484.0,0,,,,
Karim-Mohamed Maamoun,2025-02-01,1500.0,,,,,,,1483.263693206478,0,,,,
Karl Friberg,2024-02-02,1500.0,,,,,,,1484.736306793522,0,,,,
Karol Filar,2026-02-06,1500.0,,,,,,,1516.0,1,,,,
Karue Sell,2025-05-19,1500.0,,,,,,,1486.9660321191639,0,,,,
Kasidit Samrej,2025-01-31,1491.1047341109322,0.0,0.0,0.0,4.0,188.0,0.5384615384615384,1476.2492453721054,0,0.0,,,
Kei Nishikori,2025-08-07,1542.5189312498771,0.4,0.3333333333333333,0.5,2.2,97.0,0.5058058608058608,1524.0785048684595,0,0.0,1.0,0.0,1.0
Kevin Krawietz,2024-02-02,1500.0,,,,,,,1484.0,0,,,,
Khumoyun Sultanov,2025-09-13,1512.1505629703315,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.333333333333333,87.66666666666667,0.7592592592592592,1511.2793021191237,1,0.0,1.0,0.0,1.0
Ki Lung Ng,2024-09-14,1500.0,,,,,,,1484.0,0,,,,
Kiranpal Pannu,2025-02-01,1483.9646023386795,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,120.33333333333333,0.6384615384615385,1466.5677615340926,0,0.0,1.0,0.0,
Kodjo Charles Alipoe-Tchotchodji,2025-09-13,1500.0,,,,,,,1483.1648040889834,0,,,,
Komlavi Loglo,2024-02-03,1500.0,1.0,1.0,1.0,3.0,77.0,1.0,1500.0,1,0.0,,,
Kris Van Wyk,2025-02-01,1500.0,0.5,0.5,0.5,4.5,145.0,0.5505050505050505,1484.0,0,0.0,1.0,,
Kristjan Tamm,2024-09-13,1484.0,0.0,0.0,,6.0,169.0,0.8,1468.0,0,0.0,,,
Kwok Shun Dasson Chan,2024-02-03,1500.0,,,,,,,1484.0,0,,,,
Kyrian Jacquet,2026-05-24,1482.502418998257,0.3333333333333333,0.3333333333333333,0.0,10.166666666666666,133.2,0.6752164502164502,1465.653395414687,0,0.0,1.0,0.0,1.0
Laslo Djere,2026-05-20,1446.7108643680501,0.1,0.3333333333333333,0.4,6.4,124.0,0.5407142857142857,1438.6162194063968,0,1.0,0.0,0.0,0.0
Lautaro Midon,2026-02-09,1500.0,,,,,,,1480.0799224448688,0,,,,
Leandro Riedi,2026-02-06,1525.8685750395753,0.5,0.6666666666666666,0.5714285714285714,6.8,109.4,0.6563492063492062,1540.679479635346,1,1.0,0.0,1.0,1.0
Learner Tien,2026-05-26,1739.7767153013424,0.7,1.0,0.7,2.8,103.4,0.49145021645021647,1745.5625961326612,1,1.0,1.0,1.0,1.0
Leo Borg,2025-10-13,1493.4463658290217,0.42857142857142855,0.3333333333333333,0.5,2.25,81.0,0.33035714285714285,1495.8224977703526,0,1.0,1.0,0.0,1.0
Leo Matthysen,2025-09-13,1500.0,,,,,,,1484.736306793522,0,,,,
Li Tu,2025-03-03,1443.1554353329793,0.14285714285714285,0.3333333333333333,0.16666666666666666,4.0,106.85714285714286,0.6582270069112174,1427.9578438743326,0,0.0,1.0,0.0,0.0
Liam Broady,2024-07-01,1469.926590158018,0.25,0.3333333333333333,0.0,4.0,102.25,0.7114145658263304,1452.556507430472,0,0.0,0.0,0.0,1.0
Liam Draxl,2026-04-01,1492.7427872226458,0.5,0.6666666666666666,0.6,5.166666666666667,115.83333333333333,0.5832722832722833,1475.925934001874,0,0.0,1.0,1.0,0.0
Linh Giang Trinh,2024-02-02,1500.0,0.0,0.0,0.0,0.0,101.0,0.6428571428571429,1468.0,0,0.0,,,
Liova Ajavon,2025-02-01,1516.0,1.0,1.0,1.0,0.0,104.0,0.5,1499.263693206478,0,1.0,,,
Lloyd Harris,2025-08-24,1487.9198480935584,0.3333333333333333,0.3333333333333333,0.0,23.5,207.0,0.6664021164021164,1498.4048273415365,0,1.0,0.0,1.0,0.0
Lorenzo Musetti,2026-05-12,1751.226221527365,0.6,0.6666666666666666,0.7,2.3,98.4,0.6541919191919192,1733.5198505850276,0,1.0,1.0,0.0,1.0
Lorenzo Sonego,2026-05-25,1504.3608781165265,0.4,0.0,0.2,5.0,111.2,0.5146489742141915,1517.0808216596042,1,0.0,0.0,0.0,0.0
Louis Van Herck,2025-09-12,1500.0,,,,,,,1484.0,0,,,,
Luca Nardi,2026-05-07,1475.695761918967,0.4,0.3333333333333333,0.2222222222222222,4.4,95.55555555555556,0.7189102564102565,1460.6792949604003,0,0.0,0.0,1.0,1.0
Luca Preda,2024-02-03,1500.0,,,,,,,1484.0,0,,,,
Luca Van Assche,2026-05-25,1452.3320769703641,0.5,0.6666666666666666,0.4,6.111111111111111,120.66666666666667,0.5751153167819835,1472.2650381508752,1,1.0,0.0,1.0,0.0
Lucas Miedler,2024-02-03,1500.0,,,,,,,1516.0,1,,,,
Lucas Pouille,2025-01-27,1489.9502443139345,0.375,0.3333333333333333,0.25,5.142857142857143,124.28571428571429,0.5017006802721088,1472.8920492840628,0,0.0,1.0,0.0,1.0
Luciano Darderi,2026-05-26,1656.114936679235,0.7,0.6666666666666666,0.7,3.9,109.8,0.4571428571428572,1663.670116727265,1,0.0,1.0,1.0,0.0
Lucky Candra Kurniawan,2025-02-01,1500.0,,,,,,,1484.0,0,,,,
Luis Carlos Alvarez,2025-09-12,1491.899190733949,0.5,0.5,0.5,0.5,84.5,0.7142857142857143,1477.1028153065934,0,1.0,0.0,,
Luis Guto Miguel,2026-02-18,1500.0,,,,,,,1485.2196436339507,0,,,,
Luka Mikrut,2024-07-22,1500.0,,,,,,,1481.8992070700244,0,,,,
Luka Pavlovic,2026-05-24,1485.8832795550559,0.0,0.0,,8.0,95.0,0.6666666666666666,1478.2610520169228,0,0.0,,,
Lukas Klein,2025-09-12,1452.7196444296667,0.3,0.0,0.3,8.444444444444445,110.33333333333333,0.5148148148148148,1438.3554799259741,0,0.0,0.0,0.0,1.0
Lukas Neumayer,2026-02-06,1525.9576962657472,0.625,0.3333333333333333,0.6666666666666666,2.6,124.8,0.5707264957264957,1535.9742274742948,1,1.0,0.0,0.0,1.0
Lukas Pokorny,2024-02-02,1500.0,,,,,,,1514.6007781761145,1,,,,
M Rifki Fitriadi,2025-02-01,1532.0,1.0,1.0,1.0,3.5,83.5,0.6666666666666666,1514.5304984710244,0,1.0,1.0,,
Mackenzie McDonald,2026-04-02,1454.7092432308143,0.3,0.6666666666666666,0.2857142857142857,4.9,94.9,0.5664069264069264,1442.4508597498905,0,1.0,0.0,1.0,0.0
Maks Kasnikowski,2026-02-06,1497.206462417915,0.5,0.3333333333333333,0.3333333333333333,7.5,173.0,0.6785714285714286,1513.3351068055565,1,1.0,0.0,0.0,1.0
Manuel Guinard,2025-02-10,1492.3138819925118,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.666666666666667,106.66666666666667,0.4621212121212121,1479.4953324240312,0,1.0,0.0,0.0,
Marc Polmans,2024-07-15,1483.2988704497286,0.0,0.0,,11.0,148.0,0.6363636363636364,1466.545961697209,0,0.0,,,
Marc Van Der Merwe,2025-09-13,1500.0,,,,,,,1484.6595531372504,0,,,,
Marc-Andrea Huesler,2026-04-13,1426.3446692372265,0.3,0.0,0.5,7.555555555555555,115.11111111111111,0.6077160493827161,1417.1587483145433,0,0.0,0.0,0.0,1.0
Marcelo Arevalo,2025-09-13,1512.5275362460927,0.6,0.6666666666666666,0.6666666666666666,2.6666666666666665,93.0,0.5357142857142857,1495.9508717707938,0,1.0,0.0,0.0,1.0
Marco Trungelliti,2026-05-27,1480.89779618726,0.5,0.3333333333333333,0.5,4.2,122.0,0.6215395715395716,1470.2412262235293,0,1.0,0.0,0.0,0.0
